instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,keterangan,hr,year_month,hum_bin
507,2011-01-23,1,0,1,0,0,0,2,0.04,0.0758,0.57,0.1045,0,3,3,hour,5.0,2011-01,Normal (30-60%)
508,2011-01-23,1,0,1,0,0,0,2,0.04,0.0758,0.57,0.1045,0,1,1,hour,6.0,2011-01,Normal (30-60%)
509,2011-01-23,1,0,1,0,0,0,1,0.08,0.1061,0.58,0.1642,1,1,2,hour,7.0,2011-01,Normal (30-60%)
510,2011-01-23,1,0,1,0,0,0,1,0.06,0.0758,0.62,0.1642,2,17,19,hour,8.0,2011-01,Lembap (>60%)
511,2011-01-23,1,0,1,0,0,0,1,0.1,0.0758,0.54,0.3582,3,25,28,hour,9.0,2011-01,Normal (30-60%)
512,2011-01-23,1,0,1,0,0,0,1,0.14,0.1061,0.46,0.3881,7,51,58,hour,10.0,2011-01,Normal (30-60%)
513,2011-01-23,1,0,1,0,0,0,1,0.14,0.1364,0.43,0.2239,22,77,99,hour,11.0,2011-01,Normal (30-60%)
514,2011-01-23,1,0,1,0,0,0,1,0.16,0.1212,0.37,0.4627,24,92,116,hour,12.0,2011-01,Normal (30-60%)
515,2011-01-23,1,0,1,0,0,0,1,0.14,0.1061,0.33,0.3881,12,75,87,hour,13.0,2011-01,Normal (30-60%)
516,2011-01-23,1,0,1,0,0,0,1,0.16,0.1364,0.28,0.3582,17,93,110,hour,14.0,2011-01,Kering (<30%)
517,2011-01-23,1,0,1,0,0,0,1,0.16,0.1364,0.28,0.3582,13,64,77,hour,15.0,2011-01,Kering (<30%)
518,2011-01-23,1,0,1,0,0,0,1,0.16,0.1364,0.26,0.3284,9,56,65,hour,16.0,2011-01,Kering (<30%)
519,2011-01-23,1,0,1,0,0,0,1,0.14,0.1061,0.26,0.3881,5,50,55,hour,17.0,2011-01,Kering (<30%)
520,2011-01-23,1,0,1,0,0,0,1,0.12,0.1212,0.3,0.2537,5,44,49,hour,18.0,2011-01,Kering (<30%)
521,2011-01-23,1,0,1,0,0,0,1,0.12,0.1212,0.3,0.2836,5,45,50,hour,19.0,2011-01,Kering (<30%)
522,2011-01-23,1,0,1,0,0,0,1,0.1,0.1061,0.36,0.2537,4,31,35,hour,20.0,2011-01,Normal (30-60%)
523,2011-01-23,1,0,1,0,0,0,1,0.1,0.1061,0.36,0.194,5,20,25,hour,21.0,2011-01,Normal (30-60%)
524,2011-01-23,1,0,1,0,0,0,1,0.08,0.0909,0.38,0.194,5,23,28,hour,22.0,2011-01,Normal (30-60%)
525,2011-01-23,1,0,1,0,0,0,1,0.06,0.0606,0.41,0.2239,4,17,21,hour,23.0,2011-01,Normal (30-60%)
526,2011-01-24,1,0,1,0,1,1,1,0.06,0.0606,0.41,0.194,0,7,7,hour,0.0,2011-01,Normal (30-60%)
527,2011-01-24,1,0,1,0,1,1,1,0.04,0.0455,0.45,0.194,0,1,1,hour,1.0,2011-01,Normal (30-60%)
528,2011-01-24,1,0,1,0,1,1,1,0.04,0.0303,0.45,0.2537,0,1,1,hour,3.0,2011-01,Normal (30-60%)
529,2011-01-24,1,0,1,0,1,1,1,0.02,0.0606,0.48,0.1343,0,1,1,hour,4.0,2011-01,Normal (30-60%)
530,2011-01-24,1,0,1,0,1,1,1,0.02,0.0606,0.48,0.1343,0,5,5,hour,5.0,2011-01,Normal (30-60%)
531,2011-01-24,1,0,1,0,1,1,1,0.02,0.0758,0.48,0.0896,0,15,15,hour,6.0,2011-01,Normal (30-60%)
532,2011-01-24,1,0,1,0,1,1,1,0.02,0.1212,0.48,0.0,5,79,84,hour,7.0,2011-01,Normal (30-60%)
533,2011-01-24,1,0,1,0,1,1,1,0.04,0.1364,0.49,0.0,6,171,177,hour,8.0,2011-01,Normal (30-60%)
534,2011-01-24,1,0,1,0,1,1,1,0.06,0.1515,0.41,0.0,4,98,102,hour,9.0,2011-01,Normal (30-60%)
535,2011-01-24,1,0,1,0,1,1,1,0.1,0.1364,0.42,0.0,6,34,40,hour,10.0,2011-01,Normal (30-60%)
536,2011-01-24,1,0,1,0,1,1,1,0.1,0.1212,0.46,0.1343,3,43,46,hour,11.0,2011-01,Normal (30-60%)
537,2011-01-24,1,0,1,0,1,1,2,0.12,0.1364,0.42,0.194,11,52,63,hour,12.0,2011-01,Normal (30-60%)
538,2011-01-24,1,0,1,0,1,1,2,0.14,0.1364,0.43,0.2239,6,54,60,hour,13.0,2011-01,Normal (30-60%)
539,2011-01-24,1,0,1,0,1,1,2,0.14,0.1364,0.46,0.2239,2,43,45,hour,14.0,2011-01,Normal (30-60%)
540,2011-01-24,1,0,1,0,1,1,1,0.16,0.1667,0.4,0.1642,7,50,57,hour,15.0,2011-01,Normal (30-60%)
541,2011-01-24,1,0,1,0,1,1,1,0.16,0.1515,0.47,0.2537,4,66,70,hour,16.0,2011-01,Normal (30-60%)
542,2011-01-24,1,0,1,0,1,1,1,0.14,0.1212,0.5,0.2537,6,178,184,hour,17.0,2011-01,Normal (30-60%)
543,2011-01-24,1,0,1,0,1,1,1,0.14,0.1364,0.59,0.194,8,145,153,hour,18.0,2011-01,Normal (30-60%)
544,2011-01-24,1,0,1,0,1,1,1,0.14,0.1515,0.54,0.1642,5,101,106,hour,19.0,2011-01,Normal (30-60%)
545,2011-01-24,1,0,1,0,1,1,1,0.14,0.1364,0.59,0.194,1,80,81,hour,20.0,2011-01,Normal (30-60%)
546,2011-01-24,1,0,1,0,1,1,1,0.14,0.1515,0.63,0.1642,6,53,59,hour,21.0,2011-01,Lembap (>60%)
547,2011-01-24,1,0,1,0,1,1,2,0.14,0.1364,0.63,0.2239,3,32,35,hour,22.0,2011-01,Lembap (>60%)
548,2011-01-24,1,0,1,0,1,1,2,0.16,0.1515,0.64,0.2537,3,21,24,hour,23.0,2011-01,Lembap (>60%)
549,2011-01-25,1,0,1,0,2,1,2,0.16,0.1364,0.69,0.2836,3,6,9,hour,0.0,2011-01,Lembap (>60%)
550,2011-01-25,1,0,1,0,2,1,2,0.16,0.1667,0.69,0.1642,0,5,5,hour,1.0,2011-01,Lembap (>60%)
551,2011-01-25,1,0,1,0,2,1,1,0.16,0.1515,0.69,0.2239,0,2,2,hour,2.0,2011-01,Lembap (>60%)
552,2011-01-25,1,0,1,0,2,1,1,0.14,0.1667,0.74,0.1045,0,1,1,hour,4.0,2011-01,Lembap (>60%)
553,2011-01-25,1,0,1,0,2,1,1,0.14,0.1364,0.74,0.2239,0,9,9,hour,5.0,2011-01,Lembap (>60%)
554,2011-01-25,1,0,1,0,2,1,1,0.16,0.1818,0.74,0.1045,1,35,36,hour,6.0,2011-01,Lembap (>60%)
555,2011-01-25,1,0,1,0,2,1,1,0.16,0.1515,0.74,0.2239,5,103,108,hour,7.0,2011-01,Lembap (>60%)
556,2011-01-25,1,0,1,0,2,1,2,0.16,0.1818,0.74,0.1343,5,233,238,hour,8.0,2011-01,Lembap (>60%)
557,2011-01-25,1,0,1,0,2,1,2,0.2,0.2273,0.64,0.0896,10,134,144,hour,9.0,2011-01,Lembap (>60%)
558,2011-01-25,1,0,1,0,2,1,2,0.22,0.2424,0.6,0.1045,6,49,55,hour,10.0,2011-01,Normal (30-60%)
559,2011-01-25,1,0,1,0,2,1,2,0.24,0.2424,0.6,0.1343,6,55,61,hour,11.0,2011-01,Normal (30-60%)
560,2011-01-25,1,0,1,0,2,1,2,0.26,0.2879,0.56,0.0896,21,85,106,hour,12.0,2011-01,Normal (30-60%)
561,2011-01-25,1,0,1,0,2,1,2,0.26,0.2727,0.56,0.1343,21,72,93,hour,13.0,2011-01,Normal (30-60%)
562,2011-01-25,1,0,1,0,2,1,2,0.3,0.3333,0.45,0.0,11,57,68,hour,14.0,2011-01,Normal (30-60%)
563,2011-01-25,1,0,1,0,2,1,2,0.32,0.3485,0.42,0.0,21,63,84,hour,15.0,2011-01,Normal (30-60%)
564,2011-01-25,1,0,1,0,2,1,2,0.32,0.3485,0.42,0.0,14,102,116,hour,16.0,2011-01,Normal (30-60%)
565,2011-01-25,1,0,1,0,2,1,1,0.3,0.3333,0.45,0.0,14,208,222,hour,17.0,2011-01,Normal (30-60%)
566,2011-01-25,1,0,1,0,2,1,2,0.3,0.3182,0.49,0.0896,7,218,225,hour,18.0,2011-01,Normal (30-60%)
567,2011-01-25,1,0,1,0,2,1,2,0.26,0.2576,0.65,0.1642,13,133,146,hour,19.0,2011-01,Lembap (>60%)
568,2011-01-25,1,0,1,0,2,1,1,0.24,0.2273,0.65,0.194,16,103,119,hour,20.0,2011-01,Lembap (>60%)
569,2011-01-25,1,0,1,0,2,1,1,0.24,0.2273,0.65,0.194,5,40,45,hour,21.0,2011-01,Lembap (>60%)
570,2011-01-25,1,0,1,0,2,1,1,0.22,0.2273,0.64,0.1642,4,49,53,hour,22.0,2011-01,Lembap (>60%)
571,2011-01-25,1,0,1,0,2,1,2,0.22,0.2273,0.64,0.1642,3,37,40,hour,23.0,2011-01,Lembap (>60%)
572,2011-01-26,1,0,1,0,3,1,2,0.22,0.2273,0.69,0.1343,3,14,17,hour,0.0,2011-01,Lembap (>60%)
573,2011-01-26,1,0,1,0,3,1,2,0.24,0.2424,0.65,0.1343,0,5,5,hour,1.0,2011-01,Lembap (>60%)
574,2011-01-26,1,0,1,0,3,1,3,0.22,0.2273,0.69,0.194,3,7,10,hour,2.0,2011-01,Lembap (>60%)
575,2011-01-26,1,0,1,0,3,1,3,0.2,0.1818,0.86,0.2836,0,1,1,hour,5.0,2011-01,Lembap (>60%)
576,2011-01-26,1,0,1,0,3,1,3,0.2,0.1818,0.86,0.2836,0,8,8,hour,6.0,2011-01,Lembap (>60%)
577,2011-01-26,1,0,1,0,3,1,3,0.22,0.2121,0.87,0.2985,1,29,30,hour,7.0,2011-01,Lembap (>60%)
578,2011-01-26,1,0,1,0,3,1,3,0.22,0.2121,0.87,0.2985,3,69,72,hour,8.0,2011-01,Lembap (>60%)
579,2011-01-26,1,0,1,0,3,1,3,0.22,0.2121,0.87,0.2985,3,55,58,hour,9.0,2011-01,Lembap (>60%)
580,2011-01-26,1,0,1,0,3,1,3,0.22,0.2121,0.93,0.2836,2,26,28,hour,10.0,2011-01,Lembap (>60%)
581,2011-01-26,1,0,1,0,3,1,3,0.22,0.197,0.93,0.3284,6,35,41,hour,11.0,2011-01,Lembap (>60%)
582,2011-01-26,1,0,1,0,3,1,3,0.22,0.197,0.93,0.3284,7,41,48,hour,12.0,2011-01,Lembap (>60%)
583,2011-01-26,1,0,1,0,3,1,3,0.22,0.197,0.93,0.3284,4,43,47,hour,13.0,2011-01,Lembap (>60%)
584,2011-01-26,1,0,1,0,3,1,3,0.22,0.197,0.93,0.3582,0,36,36,hour,14.0,2011-01,Lembap (>60%)
585,2011-01-26,1,0,1,0,3,1,3,0.22,0.1818,0.93,0.4627,1,42,43,hour,15.0,2011-01,Lembap (>60%)
586,2011-01-26,1,0,1,0,3,1,4,0.22,0.197,0.93,0.3284,1,35,36,hour,16.0,2011-01,Lembap (>60%)
587,2011-01-26,1,0,1,0,3,1,3,0.2,0.1818,0.93,0.3582,0,26,26,hour,17.0,2011-01,Lembap (>60%)
588,2011-01-27,1,0,1,0,4,1,1,0.22,0.2273,0.55,0.194,1,23,24,hour,16.0,2011-01,Normal (30-60%)
589,2011-01-27,1,0,1,0,4,1,1,0.22,0.2424,0.55,0.1045,2,82,84,hour,17.0,2011-01,Normal (30-60%)
590,2011-01-27,1,0,1,0,4,1,1,0.2,0.2273,0.69,0.0896,3,101,104,hour,18.0,2011-01,Lembap (>60%)
591,2011-01-27,1,0,1,0,4,1,1,0.2,0.2273,0.69,0.0896,3,76,79,hour,19.0,2011-01,Lembap (>60%)
592,2011-01-27,1,0,1,0,4,1,1,0.18,0.2121,0.74,0.0896,4,55,59,hour,20.0,2011-01,Lembap (>60%)
593,2011-01-27,1,0,1,0,4,1,1,0.18,0.2121,0.74,0.0896,2,36,38,hour,21.0,2011-01,Lembap (>60%)
594,2011-01-27,1,0,1,0,4,1,1,0.18,0.2121,0.74,0.0896,0,27,27,hour,22.0,2011-01,Lembap (>60%)
595,2011-01-27,1,0,1,0,4,1,1,0.18,0.197,0.8,0.1642,0,16,16,hour,23.0,2011-01,Lembap (>60%)
596,2011-01-28,1,0,1,0,5,1,2,0.2,0.2121,0.75,0.1343,0,9,9,hour,0.0,2011-01,Lembap (>60%)
597,2011-01-28,1,0,1,0,5,1,2,0.2,0.2121,0.75,0.1343,1,2,3,hour,1.0,2011-01,Lembap (>60%)
598,2011-01-28,1,0,1,0,5,1,2,0.2,0.2121,0.75,0.1642,0,2,2,hour,2.0,2011-01,Lembap (>60%)
599,2011-01-28,1,0,1,0,5,1,2,0.2,0.2273,0.75,0.1045,1,0,1,hour,3.0,2011-01,Lembap (>60%)
600,2011-01-28,1,0,1,0,5,1,2,0.18,0.2121,0.8,0.1045,0,4,4,hour,5.0,2011-01,Lembap (>60%)
601,2011-01-28,1,0,1,0,5,1,2,0.18,0.197,0.8,0.1343,0,16,16,hour,6.0,2011-01,Lembap (>60%)
602,2011-01-28,1,0,1,0,5,1,2,0.16,0.197,0.86,0.0896,2,58,60,hour,7.0,2011-01,Lembap (>60%)
603,2011-01-28,1,0,1,0,5,1,2,0.16,0.197,0.86,0.0896,2,155,157,hour,8.0,2011-01,Lembap (>60%)
604,2011-01-28,1,0,1,0,5,1,3,0.18,0.2121,0.86,0.0896,6,95,101,hour,9.0,2011-01,Lembap (>60%)
605,2011-01-28,1,0,1,0,5,1,3,0.18,0.2121,0.86,0.1045,0,49,49,hour,10.0,2011-01,Lembap (>60%)
606,2011-01-28,1,0,1,0,5,1,3,0.18,0.2121,0.93,0.1045,0,30,30,hour,11.0,2011-01,Lembap (>60%)
607,2011-01-28,1,0,1,0,5,1,3,0.18,0.2121,0.93,0.1045,1,28,29,hour,12.0,2011-01,Lembap (>60%)
608,2011-01-28,1,0,1,0,5,1,3,0.18,0.2121,0.93,0.1045,0,31,31,hour,13.0,2011-01,Lembap (>60%)
609,2011-01-28,1,0,1,0,5,1,3,0.22,0.2727,0.8,0.0,2,36,38,hour,14.0,2011-01,Lembap (>60%)
610,2011-01-28,1,0,1,0,5,1,2,0.2,0.2576,0.86,0.0,1,40,41,hour,15.0,2011-01,Lembap (>60%)
611,2011-01-28,1,0,1,0,5,1,1,0.22,0.2727,0.8,0.0,10,70,80,hour,16.0,2011-01,Lembap (>60%)
612,2011-01-28,1,0,1,0,5,1,1,0.24,0.2424,0.75,0.1343,2,147,149,hour,17.0,2011-01,Lembap (>60%)
613,2011-01-28,1,0,1,0,5,1,1,0.24,0.2273,0.75,0.194,2,107,109,hour,18.0,2011-01,Lembap (>60%)
614,2011-01-28,1,0,1,0,5,1,2,0.24,0.2424,0.75,0.1343,5,84,89,hour,19.0,2011-01,Lembap (>60%)
615,2011-01-28,1,0,1,0,5,1,2,0.24,0.2273,0.7,0.194,1,61,62,hour,20.0,2011-01,Lembap (>60%)
616,2011-01-28,1,0,1,0,5,1,2,0.22,0.2273,0.75,0.1343,1,57,58,hour,21.0,2011-01,Lembap (>60%)
617,2011-01-28,1,0,1,0,5,1,1,0.24,0.2121,0.65,0.3582,0,26,26,hour,22.0,2011-01,Lembap (>60%)
618,2011-01-28,1,0,1,0,5,1,1,0.24,0.2273,0.6,0.2239,1,22,23,hour,23.0,2011-01,Normal (30-60%)
619,2011-01-29,1,0,1,0,6,0,1,0.22,0.197,0.64,0.3582,2,26,28,hour,0.0,2011-01,Lembap (>60%)
620,2011-01-29,1,0,1,0,6,0,1,0.22,0.2273,0.64,0.194,0,20,20,hour,1.0,2011-01,Lembap (>60%)
621,2011-01-29,1,0,1,0,6,0,1,0.22,0.2273,0.64,0.1642,0,15,15,hour,2.0,2011-01,Lembap (>60%)
622,2011-01-29,1,0,1,0,6,0,1,0.2,0.2121,0.64,0.1343,3,5,8,hour,3.0,2011-01,Lembap (>60%)
623,2011-01-29,1,0,1,0,6,0,1,0.16,0.1818,0.69,0.1045,1,2,3,hour,4.0,2011-01,Lembap (>60%)
624,2011-01-29,1,0,1,0,6,0,1,0.16,0.1818,0.64,0.1343,0,2,2,hour,6.0,2011-01,Lembap (>60%)
625,2011-01-29,1,0,1,0,6,0,1,0.16,0.1818,0.59,0.1045,1,4,5,hour,7.0,2011-01,Normal (30-60%)
626,2011-01-29,1,0,1,0,6,0,1,0.18,0.197,0.55,0.1642,3,31,34,hour,8.0,2011-01,Normal (30-60%)
627,2011-01-29,1,0,1,0,6,0,1,0.18,0.2121,0.59,0.0896,0,34,34,hour,9.0,2011-01,Normal (30-60%)
628,2011-01-29,1,0,1,0,6,0,2,0.18,0.2121,0.64,0.1045,4,51,55,hour,10.0,2011-01,Lembap (>60%)
629,2011-01-29,1,0,1,0,6,0,2,0.18,0.197,0.64,0.1343,4,60,64,hour,11.0,2011-01,Lembap (>60%)
630,2011-01-29,1,0,1,0,6,0,2,0.2,0.197,0.59,0.194,12,66,78,hour,12.0,2011-01,Normal (30-60%)
631,2011-01-29,1,0,1,0,6,0,2,0.22,0.2273,0.55,0.1642,9,56,65,hour,13.0,2011-01,Normal (30-60%)
632,2011-01-29,1,0,1,0,6,0,2,0.22,0.2273,0.6,0.1343,10,89,99,hour,14.0,2011-01,Normal (30-60%)
633,2011-01-29,1,0,1,0,6,0,1,0.22,0.2121,0.69,0.2537,22,98,120,hour,15.0,2011-01,Lembap (>60%)
634,2011-01-29,1,0,1,0,6,0,1,0.24,0.2424,0.6,0.1642,19,88,107,hour,16.0,2011-01,Normal (30-60%)
635,2011-01-29,1,0,1,0,6,0,1,0.24,0.2879,0.6,0.0,9,82,91,hour,17.0,2011-01,Normal (30-60%)
636,2011-01-29,1,0,1,0,6,0,1,0.22,0.2273,0.69,0.1343,9,59,68,hour,18.0,2011-01,Lembap (>60%)
637,2011-01-29,1,0,1,0,6,0,2,0.22,0.2121,0.69,0.2537,6,52,58,hour,19.0,2011-01,Lembap (>60%)
638,2011-01-29,1,0,1,0,6,0,1,0.18,0.2121,0.74,0.0896,1,42,43,hour,20.0,2011-01,Lembap (>60%)
639,2011-01-29,1,0,1,0,6,0,1,0.18,0.2121,0.74,0.0896,1,35,36,hour,21.0,2011-01,Lembap (>60%)
640,2011-01-29,1,0,1,0,6,0,1,0.16,0.197,0.8,0.0896,4,28,32,hour,22.0,2011-01,Lembap (>60%)
641,2011-01-29,1,0,1,0,6,0,1,0.16,0.197,0.8,0.0896,3,30,33,hour,23.0,2011-01,Lembap (>60%)
642,2011-01-30,1,0,1,0,0,0,1,0.16,0.1818,0.8,0.1045,0,33,33,hour,0.0,2011-01,Lembap (>60%)
643,2011-01-30,1,0,1,0,0,0,1,0.14,0.2121,0.8,0.0,7,22,29,hour,1.0,2011-01,Lembap (>60%)
644,2011-01-30,1,0,1,0,0,0,1,0.16,0.2273,0.8,0.0,1,10,11,hour,2.0,2011-01,Lembap (>60%)
645,2011-01-30,1,0,1,0,0,0,1,0.14,0.2121,0.93,0.0,1,7,8,hour,3.0,2011-01,Lembap (>60%)
646,2011-01-30,1,0,1,0,0,0,1,0.14,0.2121,0.93,0.0,0,1,1,hour,4.0,2011-01,Lembap (>60%)
647,2011-01-30,1,0,1,0,0,0,1,0.14,0.2121,0.86,0.0,0,3,3,hour,5.0,2011-01,Lembap (>60%)
648,2011-01-30,1,0,1,0,0,0,1,0.14,0.2121,0.86,0.0,0,3,3,hour,7.0,2011-01,Lembap (>60%)
649,2011-01-30,1,0,1,0,0,0,2,0.14,0.2121,0.86,0.0,1,11,12,hour,8.0,2011-01,Lembap (>60%)
650,2011-01-30,1,0,1,0,0,0,2,0.16,0.2273,0.8,0.0,4,34,38,hour,9.0,2011-01,Lembap (>60%)
651,2011-01-30,1,0,1,0,0,0,2,0.18,0.2424,0.8,0.0,7,57,64,hour,10.0,2011-01,Lembap (>60%)
652,2011-01-30,1,0,1,0,0,0,1,0.22,0.2727,0.75,0.0,9,50,59,hour,11.0,2011-01,Lembap (>60%)
653,2011-01-30,1,0,1,0,0,0,1,0.3,0.3182,0.52,0.1045,10,87,97,hour,12.0,2011-01,Normal (30-60%)
654,2011-01-30,1,0,1,0,0,0,1,0.28,0.2879,0.61,0.1045,13,71,84,hour,13.0,2011-01,Lembap (>60%)
655,2011-01-30,1,0,1,0,0,0,1,0.28,0.303,0.61,0.0896,18,104,122,hour,14.0,2011-01,Lembap (>60%)
656,2011-01-30,1,0,1,0,0,0,1,0.3,0.3333,0.56,0.0,14,95,109,hour,15.0,2011-01,Normal (30-60%)
657,2011-01-30,1,0,1,0,0,0,1,0.3,0.3333,0.56,0.0,19,104,123,hour,16.0,2011-01,Normal (30-60%)
658,2011-01-30,1,0,1,0,0,0,1,0.3,0.2879,0.56,0.194,6,71,77,hour,17.0,2011-01,Normal (30-60%)
659,2011-01-30,1,0,1,0,0,0,1,0.26,0.2576,0.65,0.1642,8,57,65,hour,18.0,2011-01,Lembap (>60%)
660,2011-01-30,1,0,1,0,0,0,1,0.26,0.2576,0.65,0.194,9,46,55,hour,19.0,2011-01,Lembap (>60%)
661,2011-01-30,1,0,1,0,0,0,2,0.26,0.2727,0.65,0.1045,3,30,33,hour,20.0,2011-01,Lembap (>60%)
662,2011-01-30,1,0,1,0,0,0,2,0.24,0.2424,0.7,0.1642,3,25,28,hour,21.0,2011-01,Lembap (>60%)
663,2011-01-30,1,0,1,0,0,0,2,0.24,0.2273,0.7,0.194,2,19,21,hour,22.0,2011-01,Lembap (>60%)
664,2011-01-30,1,0,1,0,0,0,2,0.24,0.2121,0.65,0.2836,5,16,21,hour,23.0,2011-01,Lembap (>60%)
665,2011-01-31,1,0,1,0,1,1,2,0.24,0.2273,0.65,0.2239,1,6,7,hour,0.0,2011-01,Lembap (>60%)
666,2011-01-31,1,0,1,0,1,1,1,0.22,0.2121,0.64,0.2537,2,5,7,hour,1.0,2011-01,Lembap (>60%)
667,2011-01-31,1,0,1,0,1,1,1,0.22,0.2273,0.64,0.194,0,1,1,hour,2.0,2011-01,Lembap (>60%)
668,2011-01-31,1,0,1,0,1,1,1,0.22,0.2273,0.64,0.194,0,2,2,hour,3.0,2011-01,Lembap (>60%)
669,2011-01-31,1,0,1,0,1,1,1,0.2,0.197,0.59,0.2239,0,2,2,hour,4.0,2011-01,Normal (30-60%)
670,2011-01-31,1,0,1,0,1,1,1,0.18,0.1667,0.64,0.2836,0,8,8,hour,5.0,2011-01,Lembap (>60%)
671,2011-01-31,1,0,1,0,1,1,1,0.16,0.1364,0.69,0.3284,0,37,37,hour,6.0,2011-01,Lembap (>60%)
672,2011-01-31,1,0,1,0,1,1,2,0.16,0.1364,0.64,0.2836,1,71,72,hour,7.0,2011-01,Lembap (>60%)
673,2011-01-31,1,0,1,0,1,1,2,0.16,0.1364,0.59,0.2836,3,182,185,hour,8.0,2011-01,Normal (30-60%)
674,2011-01-31,1,0,1,0,1,1,2,0.16,0.1364,0.59,0.2985,0,112,112,hour,9.0,2011-01,Normal (30-60%)
675,2011-01-31,1,0,1,0,1,1,2,0.16,0.1515,0.59,0.194,1,68,69,hour,10.0,2011-01,Normal (30-60%)
676,2011-01-31,1,0,1,0,1,1,2,0.16,0.1515,0.59,0.194,2,46,48,hour,11.0,2011-01,Normal (30-60%)
677,2011-01-31,1,0,1,0,1,1,2,0.18,0.2121,0.55,0.1045,6,62,68,hour,12.0,2011-01,Normal (30-60%)
678,2011-01-31,1,0,1,0,1,1,2,0.16,0.2273,0.59,0.0,2,52,54,hour,13.0,2011-01,Normal (30-60%)
679,2011-01-31,1,0,1,0,1,1,2,0.18,0.197,0.55,0.1343,1,85,86,hour,14.0,2011-01,Normal (30-60%)
680,2011-01-31,1,0,1,0,1,1,2,0.16,0.1818,0.59,0.1343,3,41,44,hour,15.0,2011-01,Normal (30-60%)
681,2011-01-31,1,0,1,0,1,1,2,0.16,0.1818,0.56,0.194,3,83,86,hour,16.0,2011-01,Normal (30-60%)
682,2011-01-31,1,0,1,0,1,1,2,0.16,0.1515,0.59,0.194,6,155,161,hour,17.0,2011-01,Normal (30-60%)
683,2011-01-31,1,0,1,0,1,1,2,0.16,0.1515,0.55,0.2239,3,153,156,hour,18.0,2011-01,Normal (30-60%)
684,2011-01-31,1,0,1,0,1,1,1,0.3,0.3182,0.61,0.1045,3,108,111,hour,19.0,2011-01,Lembap (>60%)
685,2011-01-31,1,0,1,0,1,1,3,0.16,0.1667,0.59,0.1642,0,78,78,hour,20.0,2011-01,Normal (30-60%)
686,2011-01-31,1,0,1,0,1,1,3,0.16,0.197,0.59,0.0896,3,53,56,hour,21.0,2011-01,Normal (30-60%)
687,2011-01-31,1,0,1,0,1,1,2,0.16,0.1818,0.59,0.1045,0,34,34,hour,22.0,2011-01,Normal (30-60%)
688,2011-01-31,1,0,1,0,1,1,2,0.16,0.197,0.64,0.0896,2,15,17,hour,23.0,2011-01,Lembap (>60%)
689,2011-02-01,1,0,2,0,2,1,2,0.16,0.1818,0.64,0.1045,2,6,8,hour,0.0,2011-02,Lembap (>60%)
690,2011-02-01,1,0,2,0,2,1,2,0.16,0.1818,0.69,0.1045,0,3,3,hour,1.0,2011-02,Lembap (>60%)
691,2011-02-01,1,0,2,0,2,1,2,0.16,0.2273,0.69,0.0,0,2,2,hour,2.0,2011-02,Lembap (>60%)
692,2011-02-01,1,0,2,0,2,1,2,0.16,0.2273,0.69,0.0,0,2,2,hour,3.0,2011-02,Lembap (>60%)
693,2011-02-01,1,0,2,0,2,1,3,0.14,0.2121,0.93,0.0,0,3,3,hour,5.0,2011-02,Lembap (>60%)
694,2011-02-01,1,0,2,0,2,1,3,0.14,0.2121,0.93,0.0,0,22,22,hour,6.0,2011-02,Lembap (>60%)
695,2011-02-01,1,0,2,0,2,1,3,0.16,0.2273,0.93,0.0,0,52,52,hour,7.0,2011-02,Lembap (>60%)
696,2011-02-01,1,0,2,0,2,1,3,0.16,0.2273,0.93,0.0,3,132,135,hour,8.0,2011-02,Lembap (>60%)
697,2011-02-01,1,0,2,0,2,1,2,0.16,0.2273,0.93,0.0,2,114,116,hour,9.0,2011-02,Lembap (>60%)
698,2011-02-01,1,0,2,0,2,1,2,0.16,0.2273,0.93,0.0,0,47,47,hour,10.0,2011-02,Lembap (>60%)
699,2011-02-01,1,0,2,0,2,1,2,0.18,0.2424,0.86,0.0,2,49,51,hour,11.0,2011-02,Lembap (>60%)
700,2011-02-01,1,0,2,0,2,1,2,0.2,0.2576,0.86,0.0,2,53,55,hour,12.0,2011-02,Lembap (>60%)
701,2011-02-01,1,0,2,0,2,1,2,0.2,0.2576,0.86,0.0,3,49,52,hour,13.0,2011-02,Lembap (>60%)
702,2011-02-01,1,0,2,0,2,1,2,0.22,0.2576,0.8,0.0896,5,49,54,hour,14.0,2011-02,Lembap (>60%)
703,2011-02-01,1,0,2,0,2,1,2,0.24,0.2879,0.75,0.0,7,45,52,hour,15.0,2011-02,Lembap (>60%)
704,2011-02-01,1,0,2,0,2,1,2,0.24,0.2424,0.75,0.1343,3,61,64,hour,16.0,2011-02,Lembap (>60%)
705,2011-02-01,1,0,2,0,2,1,2,0.24,0.2879,0.75,0.0,4,172,176,hour,17.0,2011-02,Lembap (>60%)
706,2011-02-01,1,0,2,0,2,1,2,0.24,0.2576,0.81,0.1045,3,165,168,hour,18.0,2011-02,Lembap (>60%)
707,2011-02-01,1,0,2,0,2,1,2,0.24,0.2424,0.81,0.1343,3,105,108,hour,19.0,2011-02,Lembap (>60%)
708,2011-02-01,1,0,2,0,2,1,2,0.22,0.2273,0.87,0.1343,5,69,74,hour,20.0,2011-02,Lembap (>60%)
709,2011-02-01,1,0,2,0,2,1,2,0.22,0.2273,0.87,0.1343,0,64,64,hour,21.0,2011-02,Lembap (>60%)
